,isocode,country_x,ln_maddison_pcgdp2000,ln_export_area,ln_export_pop,colony0,colony1,colony2,colony3,colony4,colony5,colony6,colony7,abs_latitude,longitude,rain_min,humid_max,low_temp,ln_coastline_area,island_dum,islam,legor_fr,legor_uk,region_n,region_s,region_w,region_e,region_c,ln_avg_gold_pop,ln_avg_oil_pop,ln_avg_all_diamonds_pop,ln_pop_dens_1400,atlantic_distance_minimum,indian_distance_minimum,saharan_distance_minimum,red_sea_distance_minimum,ethnic_fractionalization,state_dev,land_area,LN_GDPPC$_2021,Country Name,YR1960,YR1961,YR1962,YR1963,YR1964,YR1965,YR1966,YR1967,YR1968,YR1969,YR1970,YR1971,YR1972,YR1973,YR1974,YR1975,YR1976,YR1977,YR1978,YR1979,YR1980,YR1981,YR1982,YR1983,YR1984,YR1985,YR1986,YR1987,YR1988,YR1989,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021,YR2022,LNYR1960,LNYR1961,LNYR1962,LNYR1963,LNYR1964,LNYR1965,LNYR1966,LNYR1967,LNYR1968,LNYR1969,LNYR1970,LNYR1971,LNYR1972,LNYR1973,LNYR1974,LNYR1975,LNYR1976,LNYR1977,LNYR1978,LNYR1979,LNYR1980,LNYR1981,LNYR1982,LNYR1983,LNYR1984,LNYR1985,LNYR1986,LNYR1987,LNYR1988,LNYR1989,LNYR1990,LNYR1991,LNYR1992,LNYR1993,LNYR1994,LNYR1995,LNYR1996,LNYR1997,LNYR1998,LNYR1999,LNYR2000,LNYR2001,LNYR2002,LNYR2003,LNYR2004,LNYR2005,LNYR2006,LNYR2007,LNYR2008,LNYR2009,LNYR2010,LNYR2011,LNYR2012,LNYR2013,LNYR2014,LNYR2015,LNYR2016,LNYR2017,LNYR2018,LNYR2019,LNYR2020,LNYR2021,LNYR2022
10,CPV,Cape Verde Islands,7.4826818,-2.3025851,3.912023,0,0,0,1,0,0,0,0,15,-24.04431,0,73,13,5.4783616,1,0,1,0,0,0,1,0,0,-13.815511,-9.2103405,-6.9077554,-2.3025851,3.6468422,11.599784,3.4816022,6.465437,0.4174,,0.00403,3398.165376,Cape Verde,149.4249253,153.9388103,153.9151869,160.1874725,174.3159643,187.4318889,190.69577,190.1953073,197.4058505,208.8635659,216.6134762,229.8865775,257.3574961,326.0924784,409.2852332,482.6734924,530.1341927,558.5904049,612.1367521,736.4999745,448.3971307,433.6239611,430.9607439,418.3936829,393.53104,405.23313,553.7822458,674.6226599,748.2543825,746.7501645,841.8050176,858.0870372,935.1061412,1251.866347,1012.263391,1184.176735,1192.329985,1139.217697,1185.58374,1317.573685,1176.707258,1208.457609,1311.214581,1693.978552,1900.888465,1972.784926,2220.098175,3268.305696,3839.863636,3592.315879,3500.977468,3880.069205,3583.461725,3757.659953,3739.278279,3169.078901,3312.696745,3534.343575,3860.454808,3903.050317,3126.399859,3398.165376,3754.304794,5.006794095,5.036555188,5.036401716,5.076344832,5.160869539,5.23341552,5.250679331,5.248051477,5.285261764,5.341681244,5.37811455,5.437586046,5.550466154,5.787181017,6.014412305,6.179340426,6.273130168,6.325416476,6.416955709,6.601909201,6.105679292,6.072177709,6.066017005,6.036422814,5.975159947,6.004462531,6.316771551,6.514153512,6.617743004,6.615730677,6.735548417,6.754705536,6.840660043,7.132390794,6.919944084,7.076803074,7.083664642,7.038097075,7.07799054,7.183547207,7.070475358,7.097100122,7.178709148,7.434835214,7.550076669,7.587201491,7.705306697,8.092026994,8.253192133,8.186552365,8.160797485,8.263608269,8.184084574,8.23155169,8.226647898,8.061196257,8.105517863,8.170282868,8.258540281,8.269513659,8.047637417,8.13099097,8.230658406
11,DJI,Djibouti,7.005789,-1.6617181,4.703024,0,0,1,0,0,0,0,0,11,42.57752,0,74,17,2.6583505,0,94,1,0,0,0,0,1,0,-13.815511,-9.2103405,-6.9077554,-0.1698741,14.407552,2.682206,2.350743,0.06438951,0.7962,0.133,0.022,3062.551482,Djibouti,149.4249253,153.9388103,153.9151869,160.1874725,174.3159643,187.4318889,190.69577,190.1953073,197.4058505,208.8635659,216.6134762,229.8865775,257.3574961,326.0924784,409.2852332,482.6734924,530.1341927,558.5904049,612.1367521,736.4999745,882.13712,856.5156887,804.2435494,772.8376694,722.4501691,850.9654836,752.3102886,825.5468795,820.5767723,785.2944654,783.6958542,735.7303869,767.1062359,762.4751841,788.6244733,790.5161067,766.315697,752.7494467,740.0389531,745.2067822,742.8656972,747.7791229,749.0816325,771.3742316,813.8979436,852.8901883,907.8179438,980.0310324,1131.635726,1164.251683,1227.820853,1322.726251,1418.460858,2102.197948,2239.114538,2409.311902,2545.738799,2655.73322,2755.838293,2876.043664,2921.738706,3062.551482,3136.112768,5.006794095,5.036555188,5.036401716,5.076344832,5.160869539,5.23341552,5.250679331,5.248051477,5.285261764,5.341681244,5.37811455,5.437586046,5.550466154,5.787181017,6.014412305,6.179340426,6.273130168,6.325416476,6.416955709,6.601909201,6.782347509,6.752872635,6.689902145,6.650069026,6.582648448,6.746371568,6.623148857,6.716046051,6.710007474,6.666058763,6.664021004,6.600863729,6.6426253,6.636569963,6.670290255,6.672686032,6.641594222,6.623732432,6.606702824,6.61366174,6.610515271,6.617107644,6.618847966,6.64817364,6.701834982,6.748630803,6.811043856,6.887584237,7.03141941,7.059833827,7.112996213,7.187450227,7.25732766,7.650738718,7.713835771,7.787096468,7.842176181,7.884476061,7.921476956,7.964170901,7.979934165,8.027003665,8.05073934
12,DZA,Algeria,7.9345136,3.2573552,9.961392,0,0,1,0,0,0,0,0,36,2.63691,0,66,0,-0.70158607,0,99,1,0,1,0,0,0,0,-13.815511,0.9135318,-6.9077554,-0.404099,6.5592318,14.91231,0.9850905,3.6541648,0.3394,0.99,2.38,3700.314697,Algeria,239.0330058,209.9171776,169.9270133,225.8233914,238.8778049,253.309059,241.0025717,261.3662339,292.028984,315.5620944,352.5338404,359.8217989,468.6192555,588.9072579,871.731462,989.3931629,1074.405245,1223.991985,1495.209103,1829.897156,2259.724366,2291.756101,2260.347524,2359.593264,2510.036833,2617.725449,2783.431023,2829.879274,2437.377923,2235.268122,2431.55136,1749.286087,1794.623507,1825.875097,1522.825203,1466.54468,1619.532412,1634.46741,1610.302978,1602.864915,1780.376063,1754.582361,1794.811114,2117.048229,2624.795232,3131.32819,3500.134594,3971.803488,4946.564017,3898.478788,4495.921476,5473.281826,5610.733282,5519.777576,5516.22944,4197.419985,3967.200647,4134.936087,4171.790388,4021.983266,3354.153164,3700.314697,4342.637968,5.476601642,5.346713061,5.135369011,5.41975324,5.475952145,5.53461032,5.484807604,5.565922619,5.676853058,5.754355475,5.865146619,5.885608906,6.149790617,6.378268714,6.77048142,6.897091788,6.979522527,7.109872915,7.310021344,7.512015045,7.722998123,7.737073659,7.723273852,7.766244537,7.828052707,7.87006107,7.931439627,7.94798933,7.798678119,7.712116465,7.796284752,7.466963033,7.492550534,7.509814656,7.328322575,7.290664355,7.389892752,7.399072287,7.384177625,7.379547879,7.484579892,7.469986137,7.492655066,7.657778053,7.872758165,8.049212535,8.160556702,8.28697555,8.506448477,8.268341702,8.410925926,8.607633684,8.6324367,8.616092844,8.615449833,8.342225326,8.285815998,8.327227151,8.336100572,8.29953041,8.117954607,8.216173148,8.376237269
13,EGY,Egypt,7.979339,0.39991686,5.477251,0,1,0,0,0,0,0,0,28,29.87953,0,41,1,0.89608806,0,88,1,0,1,0,0,0,0,-13.815511,-0.36104244,-6.9077554,1.430923,16.392658,4.6673117,0.4303847,1.1126584,0.1836,0.99,1,3886.722498,Egypt,149.4249253,153.9388103,153.9151869,160.1874725,174.3159643,160.5747365,166.9561122,172.9638574,178.657108,191.918574,231.2174024,242.1332786,255.971414,272.0453531,243.3132672,299.9871999,335.8463339,354.8976152,356.2506611,422.696046,495.3285356,493.0131759,600.0430521,653.9354412,697.8979337,780.5105282,802.2179694,765.6057309,644.2196325,712.914876,751.1874902,637.8975973,697.7260405,758.8296192,826.7189671,937.5431501,1031.488078,1170.804798,1239.353562,1297.57469,1398.859831,1327.096518,1144.532398,1056.937209,1016.253884,1133.105461,1332.33941,1586.472921,1941.899973,2212.218148,2509.772034,2645.622535,3059.135428,3088.890834,3196.861381,3370.382447,3331.612461,2439.967284,2531.200079,3017.258336,3571.556907,3886.722498,4295.407496,5.006794095,5.036555188,5.036401716,5.076344832,5.160869539,5.078759482,5.117730977,5.153082656,5.185468371,5.257071188,5.443358404,5.489488313,5.545065774,5.605968792,5.494349779,5.703739807,5.816653716,5.87182934,5.875634587,6.046653353,6.205221251,6.2005359,6.397001406,6.483008633,6.548072865,6.659948229,6.687380353,6.640667326,6.468039712,6.569362025,6.621655275,6.458177765,6.547826534,6.631777272,6.717464815,6.843262784,6.938757775,7.065446653,7.122345202,7.168252178,7.243412777,7.190748766,7.042751447,6.963130579,6.923878483,7.032717338,7.194691631,7.369268542,7.57142214,7.701750978,7.827947205,7.88066168,8.025887615,8.035567352,8.069924789,8.122781503,8.111211688,7.79973991,7.836448809,8.012103862,8.180756888,8.265321536,8.365301707
14,ETH,Ethiopia,6.4361506,7.078711,12.99278,1,0,0,0,0,0,0,0,12,39.61983,5,73,0,4.529333,0,32,1,0,0,0,0,1,0,-3.8059134,-9.2103405,-6.9077554,0.35566694,12.58899,2.7058837,2.5432477,0.5100758,0.7235,0.843,1.22,925.0006976,Ethiopia,149.4249253,153.9388103,153.9151869,160.1874725,174.3159643,187.4318889,190.69577,190.1953073,197.4058505,208.8635659,216.6134762,229.8865775,257.3574961,326.0924784,409.2852332,482.6734924,530.1341927,558.5904049,612.1367521,736.4999745,882.13712,204.4985927,207.1210765,224.0839262,206.5230999,235.3385474,237.5715224,245.6676284,245.0810842,248.4326848,254.2952546,269.6147631,201.7435026,164.1650535,124.5581496,133.3411006,144.0316487,140.2702224,123.8302164,118.3331279,122.9616597,119.2618573,110.4608747,117.8601647,134.5424863,160.0767918,191.7512925,240.347972,320.8610897,373.8939587,335.4384953,348.0013483,458.5509208,490.7924784,557.5341484,630.3126194,705.6175085,755.7526443,758.2976945,840.4496013,918.6525941,925.0006976,1027.585911,5.006794095,5.036555188,5.036401716,5.076344832,5.160869539,5.23341552,5.250679331,5.248051477,5.285261764,5.341681244,5.37811455,5.437586046,5.550466154,5.787181017,6.014412305,6.179340426,6.273130168,6.325416476,6.416955709,6.601909201,6.782347509,5.320561094,5.333303533,5.412020652,5.33041227,5.461025105,5.470468725,5.503979518,5.501589112,5.515171923,5.538496012,5.596994137,5.306997101,5.100872345,4.824772672,4.892910511,4.970033058,4.943570722,4.818911405,4.773503765,4.811872597,4.781321557,4.704661383,4.769498877,4.901880032,5.075653649,5.256199181,5.482087757,5.771008287,5.923972224,5.815438617,5.852206354,6.128071345,6.196021388,6.323523754,6.446215918,6.559073318,6.627714133,6.631076045,6.733936988,6.822908025,6.829794492,6.934967555
15,GAB,Gabon,8.265393,4.6273904,11.694956,0,0,1,0,0,0,0,0,0.2,11.79747,3,79,17,1.1946006,0,0.8,1,0,0,0,0,0,1,-1.654193,2.6501067,-2.165953,-0.6607257,5.5313993,8.366795,3.7028396,3.5288613,0.769,0.011,0.268,8635.797144,Gabon,275.5853388,322.7971231,347.6845374,290.0536322,399.5329184,413.6252217,442.3763671,481.0885203,513.3593398,544.1489314,542.2083275,626.0315808,691.8141868,1137.721319,2379.663506,3252.619984,4434.341164,4042.630231,3355.374011,4149.960175,5713.207359,5023.083663,4582.163847,4181.092459,4273.312832,3899.573788,3866.276881,3626.230965,4121.065808,4376.761185,6055.060247,5349.452012,5390.536787,4109.898799,3832.093262,4419.790339,4948.752872,4514.994088,3705.818089,3758.161936,3991.157151,3844.561349,3976.646796,4724.254798,5483.144575,6570.963265,6873.453983,8036.919956,9732.226533,7325.909513,8399.597348,10273.79844,9348.514876,9250.081115,9255.368035,7090.454634,6722.198223,6975.695192,7694.906051,7523.862281,6680.082665,8635.797144,8820.347337,5.61889734,5.777024024,5.851295567,5.670065845,5.990296161,6.024960302,6.092161029,6.176051287,6.240976067,6.29922298,6.295650296,6.439400818,6.539317403,7.036782698,7.774714373,8.087216099,8.39713433,8.304650806,8.118318522,8.330854017,8.650535854,8.5217993,8.429926621,8.338327845,8.360144644,8.268622541,8.260047277,8.195949086,8.3238671,8.384064274,8.708649606,8.584749407,8.592400248,8.321153684,8.251166476,8.393847539,8.506890879,8.415159156,8.21765932,8.23168527,8.291836481,8.254414792,8.28819423,8.460465113,8.609434043,8.790415716,8.835422022,8.991801199,9.183197981,8.899172592,9.035939049,9.237352092,9.142972773,9.1323876,9.13295899,8.866504741,8.813170497,8.850187271,8.948313837,8.925834886,8.806885641,9.063671302,9.084816529
16,GHA,Ghana,7.1546154,8.8182535,13.698667,0,1,0,0,0,0,0,0,7,-1.20736,15,77,15,0.81325203,0,16,0,1,0,0,1,0,0,0.65325093,-5.899707,-2.2394688,1.3386153,4.772588,9.299526,3.174178,4.332308,0.6733,0.651,0.239,2422.085913,Ghana,177.0877365,184.2528923,190.9221519,207.7293237,227.853457,263.7788717,266.5984222,212.8552707,197.9848626,227.3230206,249.9133518,266.4636046,225.9825113,313.1723309,291.8052289,275.2348892,263.1318545,294.6219343,328.0840926,349.1091855,374.6427352,345.7345198,320.6994116,312.4795285,330.6939586,329.95096,410.5216132,354.6156384,354.2720462,348.9039649,381.2464191,416.7764291,395.0426355,358.6310116,319.6074403,370.688085,388.5332803,377.240426,399.7962011,402.4714032,253.3802932,263.1701414,297.0469704,357.8479826,405.4249018,477.6010928,904.1695278,1047.199428,1178.955877,1044.004989,1258.964197,1501.059171,1536.619635,2282.407501,1942.921869,1711.271317,1900.397674,1998.722666,2180.029684,2167.92544,2176.576218,2422.085913,2203.558935,5.176645296,5.216309229,5.251865763,5.336235904,5.42870269,5.575111145,5.585743489,5.360612454,5.288190576,5.426372004,5.521114265,5.585237666,5.420457613,5.746753617,5.676086555,5.617624876,5.572655254,5.685692956,5.793269955,5.855384726,5.925972866,5.845671197,5.770504272,5.744538958,5.801193351,5.798944037,6.017428578,5.871034494,5.87006511,5.854796712,5.943445935,6.032549937,5.978993697,5.882294037,5.767093494,5.915360968,5.96237883,5.932882719,5.99095492,5.997624046,5.534891495,5.572800748,5.693890276,5.880108267,6.004935657,6.16877585,6.807016874,6.953874668,7.072384476,6.950819547,7.138044596,7.313926252,7.337340241,7.732986086,7.571948237,7.444991834,7.549818445,7.600263589,7.687093772,7.681525971,7.685508379,7.792384395,7.69782903
17,GIN,Guinea,6.349139,7.26078,12.823203,0,0,1,0,0,0,0,0,10,-10.93922,3,87,17,0.34110722,0,80,1,0,0,0,1,0,0,-0.89737684,-9.2103405,-3.6738544,0.6566054,3.7199848,10.269244,3.2454138,5.258811,0.7389,0.406,0.246,1189.175999,Guinea,149.4249253,153.9388103,153.9151869,160.1874725,174.3159643,187.4318889,190.69577,190.1953073,197.4058505,208.8635659,216.6134762,229.8865775,257.3574961,326.0924784,409.2852332,482.6734924,530.1341927,558.5904049,612.1367521,736.4999745,882.13712,856.5156887,804.2435494,772.8376694,722.4501691,692.2343533,351.7991601,350.733088,398.9001186,396.3434656,419.6868059,455.7405432,480.7562464,465.3777109,465.855218,494.5820719,503.5676763,482.4421848,448.9653323,423.4038008,359.28667,335.0142929,343.9345943,392.8798442,405.6960598,321.3386333,452.2761597,657.9934738,712.0994161,670.2612536,667.2816019,644.5025487,707.9676782,757.6922726,774.5690396,756.4255898,720.4732552,843.4642792,944.4172687,1043.899886,1073.659339,1189.175999,1515.167948,5.006794095,5.036555188,5.036401716,5.076344832,5.160869539,5.23341552,5.250679331,5.248051477,5.285261764,5.341681244,5.37811455,5.437586046,5.550466154,5.787181017,6.014412305,6.179340426,6.273130168,6.325416476,6.416955709,6.601909201,6.782347509,6.752872635,6.689902145,6.650069026,6.582648448,6.539924559,5.863060445,5.860025501,5.988711056,5.982281173,6.039508733,6.121923663,6.175360377,6.142849357,6.143874895,6.203713107,6.221718115,6.178861089,6.106945674,6.048326336,5.884120594,5.814173196,5.840451506,5.973503825,6.005604258,5.772495499,6.114292966,6.489195013,6.568217531,6.507667567,6.503212149,6.468478777,6.56239844,6.63027733,6.652306797,6.628604167,6.579908295,6.737517553,6.85056809,6.950718869,6.978828036,7.081015908,7.323281569
18,GMB,Gambia,6.7968235,7.5616875,12.204872,0,1,0,0,0,0,0,0,13,-15.38402,0,78,7,1.9572239,0,94,0,1,0,0,1,0,0,-13.815511,-9.2103405,-6.9077554,1.5758444,3.888797,10.79257,3.171976,5.637868,0.7864,0.426,0.0113,772.1514505,Gambia,149.4249253,153.9388103,153.9151869,160.1874725,174.3159643,187.4318889,93.71870735,96.2521684,82.46014905,87.92934257,98.90867695,102.3827351,105.5396537,130.1979419,161.0276981,187.9230344,177.5469137,211.8206737,255.3339149,297.9373344,335.4965033,294.4994568,281.2162259,268.2987833,215.0112877,263.7119565,208.831455,238.7954769,277.5415725,284.1964941,304.707688,637.0910431,633.6805117,646.2682168,619.0439462,632.7711637,663.168901,610.1990297,619.5930395,583.4046656,544.6209611,464.6396362,379.8624179,310.9570684,596.6292865,618.9598135,615.9739283,725.0922849,857.8582399,772.1249338,796.6318292,705.4774953,686.5575577,647.3855346,561.6496346,611.6712191,640.6762653,632.0010242,683.3246328,722.8753563,704.0304628,772.1514505,808.2782815,5.006794095,5.036555188,5.036401716,5.076344832,5.160869539,5.23341552,4.540297821,4.566971502,4.412315135,4.476533567,4.594196969,4.628718096,4.659086747,4.869055922,5.081576388,5.236032488,5.179234877,5.355740038,5.542572159,5.696883177,5.815611534,5.685277159,5.639123861,5.592101223,5.370690528,5.574857434,5.341527491,5.47560744,5.625970733,5.64966588,5.719352917,6.45691257,6.451544903,6.471214614,6.428176266,6.450108846,6.49702971,6.413785182,6.429062875,6.368881055,6.300090068,6.141262129,5.939809129,5.739654859,6.39129596,6.428040349,6.423204638,6.586298936,6.754438864,6.649146368,6.680392626,6.558874872,6.531690064,6.472941997,6.33087823,6.416194914,6.462524283,6.448891015,6.526970051,6.583236809,6.556821626,6.64918071,6.694906407
19,GNB,Guinea-Bissau,6.5235624,8.518584,13.781655,0,0,0,1,0,0,0,0,12,-14.96533,0,74,13,2.0268352,0,34,1,0,0,0,1,0,0,-13.815511,-9.2103405,-6.9077554,0.9559578,3.7956743,10.631108,3.2846174,5.633392,0.8082,0.214,0.0361,795.118605,Guinea-Bissau,149.4249253,153.9388103,153.9151869,160.1874725,174.3159643,187.4318889,190.69577,190.1953073,197.4058505,208.8635659,133.0716892,132.1108915,147.164743,148.1661021,158.4014281,165.2212817,160.3194349,153.9955199,154.4284713,144.2772197,133.0834491,183.1240758,192.7764398,187.5041992,156.2596909,159.824654,142.4591233,187.2413443,174.3840611,222.4319992,250.5898464,258.7400731,221.2460248,224.1574222,216.2411595,227.3200154,237.0847195,231.0229499,174.3624778,186.0352265,301.495571,312.2535665,324.9699,362.9061593,394.995798,425.4718887,418.902079,480.4386022,583.2683059,543.5624692,542.2841012,683.534476,598.5726262,616.1599287,605.1225465,585.9570126,642.6663901,718.2457378,781.6443676,730.6114323,710.258133,795.118605,775.8289657,5.006794095,5.036555188,5.036401716,5.076344832,5.160869539,5.23341552,5.250679331,5.248051477,5.285261764,5.341681244,4.890888,4.883641657,4.99155266,4.998333956,5.065132495,5.107285677,5.077168293,5.03692351,5.03973102,4.971736586,4.890976368,5.210163933,5.261531175,5.233801241,5.051519308,5.074077302,4.959055105,5.232398396,5.161260115,5.404621433,5.523817524,5.555823979,5.399275317,5.412348583,5.376394264,5.426358784,5.468417544,5.442517056,5.161136338,5.225936046,5.708755326,5.743815571,5.783732563,5.894144287,5.978875127,6.053198879,6.037637191,6.174699441,6.368647296,6.298144639,6.295790036,6.527277095,6.394547865,6.423506554,6.405430994,6.37324643,6.465625756,6.576811764,6.661399864,6.593881762,6.565628472,6.678491292,6.653932091
20,GNQ,Equatorial Guinea,8.981682,-0.9844123,4.5602183,0,0,0,0,0,1,0,0,3,10.34204,5,95,17,2.35459,0,0.5,1,0,0,0,0,0,1,-13.815511,0.36276618,-6.9077554,0.8622092,5.577306,8.556146,3.4622152,3.5150366,0.3467,0.211,0.0281,7406.084975,Equatorial Guinea,149.4249253,153.9388103,32.87596473,38.30178691,44.01032846,219.4784358,229.20764,234.5121409,214.1101585,210.8407014,209.2771169,208.1953466,214.2676503,272.4483372,324.0656348,368.1949693,375.5545288,383.1847212,612.1367521,736.4999745,179.2611236,123.6956486,140.2879187,131.9769824,140.5631766,164.1702366,192.328245,225.0550536,232.9418098,196.8377299,240.832676,229.5516195,268.6974828,261.5119028,186.6824,252.9752842,399.0281438,730.4487849,588.6416081,948.2295985,1527.056378,2031.419386,2395.845119,3146.518575,5337.614389,9502.858816,11140.19017,13776.90333,19849.71777,14398.77049,14905.51458,18659.41602,18756.42503,17644.5943,16804.92493,9788.983804,8035.307666,8410.39798,8719.18687,7317.390024,6198.942524,7406.084975,7182.265382,5.006794095,5.036555188,3.492741835,3.645496551,3.784424344,5.391253985,5.434628318,5.45750736,5.366490642,5.351102879,5.343659292,5.338476805,5.367225936,5.607449008,5.780946072,5.908612606,5.928403677,5.948517174,6.416955709,6.601909201,5.188843534,4.817824102,4.943696873,4.882627532,4.945657043,5.100903917,5.259203522,5.416345055,5.450788679,5.282379683,5.484102402,5.436127926,5.593586148,5.5664798,5.229408777,5.533291793,5.98903195,6.593659119,6.377817523,6.854596665,7.331097225,7.616490033,7.781491316,8.054051906,8.582534089,9.15934796,9.318314584,9.530748797,9.895945068,9.574898099,9.60948653,9.834106178,9.839291641,9.778184743,9.729427273,9.189012931,8.991600568,9.037224074,9.073281264,8.898008989,8.732133996,8.910057235,8.879370125
21,KEN,Kenya,6.927558,4.99911,10.446629,0,1,0,0,0,0,0,0,2,37.85755,15,62,5,-0.08405302,0,6,0,1,0,0,0,1,0,-5.279897,-9.2103405,-6.9077554,0.8193114,11.0833435,2.7045832,3.358859,1.3613299,0.8588,0.172,0.583,2069.661129,Kenya,102.0798677,98.53525056,103.7966527,106.5388113,110.3920209,105.9676527,118.79696,120.8265161,127.5024629,132.1049576,139.7572736,149.4640262,171.0050917,196.623957,224.9295883,238.7464875,246.3818154,308.3125532,351.533533,399.1130894,448.8330243,408.3466712,369.3870535,330.9007565,330.1540534,315.390882,359.0680033,381.7059903,386.3559486,369.9833572,370.1001417,340.8064509,332.9499104,226.5211543,273.5217948,336.5653496,436.1957036,462.4045369,483.7086323,430.3672599,411.8213521,408.3606087,401.0923701,441.3914117,462.6182158,522.7768402,699.3997383,840.1916319,915.9989157,1049.121794,1093.639624,1099.315465,1289.780791,1376.829205,1489.919721,1496.653573,1562.076619,1675.988422,1845.783414,1970.08007,1936.250755,2069.661129,2099.301938,4.625755524,4.590414358,4.642433723,4.668509344,4.704037857,4.663133884,4.777415817,4.794355766,4.848135681,4.88359674,4.939907158,5.007055736,5.141693332,5.281293057,5.415787412,5.475402267,5.506882428,5.731114052,5.862305106,5.989244809,6.106650935,6.012116498,5.91184502,5.801818501,5.799559374,5.753812765,5.883511795,5.944650653,5.956759091,5.913458024,5.913773622,5.831314723,5.807992059,5.422838337,5.611381307,5.818792334,6.078091004,6.136440129,6.181482726,6.064638937,6.020589644,6.012150629,5.99419175,6.089932037,6.136902126,6.259154681,6.55022245,6.733629999,6.820015181,6.955708707,6.997266517,7.002442961,7.162227553,7.227538457,7.306477519,7.310986943,7.353771381,7.424158373,7.520659081,7.585829466,7.568508782,7.635140167,7.649360158
22,LBR,Liberia,6.7417006,4.113622,10.010043,1,0,0,0,0,0,0,0,6,-9.3071,31,95,13,1.6517723,0,14,0,1,0,0,1,0,0,-1.7175468,-9.2103405,-2.123542,0.32260737,3.7761464,9.777017,3.5947523,5.2275,0.9084,0,0.111,675.6631858,Liberia,149.4249253,153.9388103,153.9151869,160.1874725,174.3159643,187.4318889,190.69577,190.1953073,197.4058505,208.8635659,216.6134762,229.8865775,257.3574961,326.0924784,409.2852332,482.6734924,530.1341927,558.5904049,612.1367521,736.4999745,882.13712,856.5156887,804.2435494,772.8376694,722.4501691,692.2343533,752.3102886,830.7551992,867.0824421,876.4772447,1144.684809,1169.520639,1160.829446,1092.070659,1024.345851,1111.852233,1164.223942,1183.414597,1136.180613,1161.908629,301.8764697,303.8588056,302.8818868,242.4499372,287.2746919,290.5412149,323.8412258,377.9516288,456.1446999,452.7452289,497.0203654,573.5264222,644.4555767,717.6357533,713.7348824,699.6629469,722.1312268,706.892692,700.0370394,665.8784476,597.5296919,675.6631858,754.5328429,5.006794095,5.036555188,5.036401716,5.076344832,5.160869539,5.23341552,5.250679331,5.248051477,5.285261764,5.341681244,5.37811455,5.437586046,5.550466154,5.787181017,6.014412305,6.179340426,6.273130168,6.325416476,6.416955709,6.601909201,6.782347509,6.752872635,6.689902145,6.650069026,6.582648448,6.539924559,6.623148857,6.722335166,6.765134061,6.775910742,7.042884602,7.064349234,7.056890068,6.99583086,6.931809494,7.013782582,7.05981,7.076159265,7.035427577,7.057819302,5.710017893,5.716563138,5.713342917,5.490795245,5.660438873,5.671745442,5.780253352,5.934766221,6.122810084,6.115329559,6.208631002,6.351804007,6.468405893,6.575962133,6.57051158,6.550598715,6.582206877,6.560878875,6.551133247,6.501107143,6.392803976,6.515694706,6.626098807
23,LBY,Libya,7.750184,1.6148697,9.503454,0,0,0,0,0,0,0,1,32,18.04934,0,72,1,0.005665791,0,97,1,0,1,0,0,0,0,-13.815511,3.2358959,-6.9077554,-1.258461,8.422357,16.775434,0.6098508,2.151154,0.792,0.94,1.76,5908.951323,Libya,149.4249253,153.9388103,153.9151869,160.1874725,174.3159643,187.4318889,190.69577,190.1953073,197.4058505,208.8635659,216.6134762,229.8865775,257.3574961,326.0924784,409.2852332,482.6734924,530.1341927,558.5904049,612.1367521,736.4999745,882.13712,856.5156887,804.2435494,772.8376694,722.4501691,692.2343533,752.3102886,830.7551992,867.0824421,876.4772447,6821.874017,7368.032884,7623.931968,6745.925687,6164.341276,5396.375074,5785.113755,6262.489468,5471.086891,7112.671615,7424.353472,6465.622203,3789.20527,4738.828475,5823.637943,8108.052608,10060.36104,11158.11227,13921.89923,9560.803808,11611.3586,7784.133214,15765.41979,12589.52971,9408.752546,7867.515731,7945.00605,10529.11627,11838.29871,10542.42902,7034.658364,5908.951323,6716.095985,5.006794095,5.036555188,5.036401716,5.076344832,5.160869539,5.23341552,5.250679331,5.248051477,5.285261764,5.341681244,5.37811455,5.437586046,5.550466154,5.787181017,6.014412305,6.179340426,6.273130168,6.325416476,6.416955709,6.601909201,6.782347509,6.752872635,6.689902145,6.650069026,6.582648448,6.539924559,6.623148857,6.722335166,6.765134061,6.775910742,8.827889496,8.904906041,8.939047522,8.816694,8.726536561,8.593482725,8.663043303,8.742333064,8.607232576,8.869633207,8.912520885,8.774254528,8.239911585,8.463545227,8.669680422,9.000612996,9.216358332,9.31992207,9.541218364,9.165427083,9.359739088,8.959842738,9.6655742,9.440620772,9.149395657,8.970497628,8.98029884,9.261899677,9.379095208,9.263163253,8.858604406,8.684223654,8.81226231
